"mdpt_x","mdpt_y","density"
-36.4226519337017,-96.3489130434782,1.61010955380302e-09
-34.5133180613574,-96.3489130434782,2.64141342663316e-09
-32.6039841890132,-96.3489130434782,4.20146436005603e-09
-30.6946503166689,-96.3489130434782,6.47957309365059e-09
-28.7853164443247,-96.3489130434782,9.68884139052178e-09
-26.8759825719804,-96.3489130434782,1.40467424350075e-08
-24.9666486996362,-96.3489130434782,1.97449706422988e-08
-23.0573148272919,-96.3489130434782,2.69099829281974e-08
-21.1479809549477,-96.3489130434782,3.55586705427059e-08
-19.2386470826034,-96.3489130434782,4.55566736955914e-08
-17.3293132102592,-96.3489130434782,5.65890289538289e-08
-15.4199793379149,-96.3489130434782,6.81531070542636e-08
-13.5106454655707,-96.3489130434782,7.95814378340803e-08
-11.6013115932264,-96.3489130434782,9.00969721590186e-08
-9.69197772088219,-96.3489130434782,9.88964158406094e-08
-7.78264384853794,-96.3489130434782,1.05250107849135e-07
-5.8733099761937,-96.3489130434782,1.08601526618775e-07
-3.96397610384945,-96.3489130434782,1.08647684267583e-07
-2.0546422315052,-96.3489130434782,1.05384318855312e-07
-0.14530835916095,-96.3489130434782,9.91065424252302e-08
1.7640255131833,-96.3489130434782,9.03648084810457e-08
3.67335938552753,-96.3489130434782,7.98853049214859e-08
5.58269325787178,-96.3489130434782,6.84707236894697e-08
7.49202713021603,-96.3489130434782,5.69001365394362e-08
9.40136100256028,-96.3489130434782,4.58450018443079e-08
11.3106948749045,-96.3489130434782,3.58130173159611e-08
13.2200287472488,-96.3489130434782,2.71243917918458e-08
15.129362619593,-96.3489130434782,1.9918160907247e-08
17.0386964919373,-96.3489130434782,1.4181055474581e-08
18.9480303642815,-96.3489130434782,9.78899109076344e-09
20.8573642366258,-96.3489130434782,6.55144861867105e-09
22.76669810897,-96.3489130434782,4.25115313346438e-09
24.6760319813143,-96.3489130434782,2.67452179736343e-09
26.5853658536585,-96.3489130434782,1.63138137051761e-09
28.4946997260028,-96.3489130434782,9.64794467044738e-10
30.404033598347,-96.3489130434782,5.53202386761514e-10
32.3133674706913,-96.3489130434782,3.07541133109001e-10
34.2227013430355,-96.3489130434782,1.65764790591045e-10
36.1320352153798,-96.3489130434782,8.66266010361633e-11
38.041369087724,-96.3489130434782,4.38914732024579e-11
39.9507029600683,-96.3489130434782,2.1561498189477e-11
41.8600368324125,-96.3489130434782,1.02694597684226e-11
43.7693707047568,-96.3489130434782,4.74226855266599e-12
45.678704577101,-96.3489130434782,2.12321791339287e-12
47.5880384494452,-96.3489130434782,9.21664522826251e-13
49.4973723217895,-96.3489130434782,3.87901129969869e-13
51.4067061941337,-96.3489130434782,1.58284755310422e-13
53.316040066478,-96.3489130434782,6.2622009841094e-14
55.2253739388222,-96.3489130434782,2.40206514613038e-14
57.1347078111665,-96.3489130434782,8.93331044139838e-15
59.0440416835107,-96.3489130434782,3.22114247807041e-15
60.953375555855,-96.3489130434782,1.12610090216313e-15
62.8627094281992,-96.3489130434782,3.81693302562302e-16
64.7720433005435,-96.3489130434782,1.25435837499174e-16
66.6813771728877,-96.3489130434782,3.99667274024276e-17
68.590711045232,-96.3489130434782,1.23465438341117e-17
70.5000449175762,-96.3489130434782,3.69795886701429e-18
72.4093787899205,-96.3489130434782,1.07386233092133e-18
74.3187126622647,-96.3489130434782,3.02346537307471e-19
76.228046534609,-96.3489130434782,8.25336872443826e-20
78.1373804069532,-96.3489130434782,2.18437579034215e-20
80.0467142792975,-96.3489130434782,5.60522846475776e-21
81.9560481516417,-96.3489130434782,1.39453410663976e-21
83.865382023986,-96.3489130434782,3.36383604020652e-22
85.7747158963302,-96.3489130434782,7.86702182935701e-23
87.6840497686745,-96.3489130434782,1.78383938404832e-23
89.5933836410187,-96.3489130434782,3.92166956639943e-24
91.502717513363,-96.3489130434782,8.35903424497439e-25
-99.4306697210618,-93.45,1.30285594351671e-23
-97.5213358487176,-93.45,5.65271446852734e-23
-95.6120019763733,-93.45,2.38983487513255e-22
-93.7026681040291,-93.45,9.84198786401983e-22
-91.7933342316849,-93.45,3.94682474167409e-21
-89.8840003593406,-93.45,1.5406558177574e-20
-87.9746664869964,-93.45,5.85193578019423e-20
-86.0653326146521,-93.45,2.162105985128e-19
-84.1559987423079,-93.45,7.76768960867258e-19
-82.2466648699636,-93.45,2.71273029837614e-18
-80.3373309976194,-93.45,9.20647443572259e-18
-78.4279971252751,-93.45,3.03553010027125e-17
-76.5186632529309,-93.45,9.72127596673842e-17
-74.6093293805866,-93.45,3.02317359414502e-16
-72.6999955082424,-93.45,9.12783160942928e-16
-70.7906616358981,-93.45,2.67522325932761e-15
-68.8813277635539,-93.45,7.60978393873896e-15
-66.9719938912096,-93.45,2.10060608712883e-14
-65.0626600188654,-93.45,5.62631945186181e-14
-63.1533261465211,-93.45,1.46206176029531e-13
-61.2439922741769,-93.45,3.68577319436894e-13
-59.3346584018326,-93.45,9.01318489665214e-13
-57.4253245294884,-93.45,2.13788618546935e-12
-55.5159906571441,-93.45,4.91837236775429e-12
-53.6066567847999,-93.45,1.0974031363571e-11
-51.6973229124556,-93.45,2.37464934314708e-11
-49.7879890401114,-93.45,4.983156185182e-11
-47.8786551677672,-93.45,1.01406731362391e-10
-45.9693212954229,-93.45,2.00112360275895e-10
-44.0599874230787,-93.45,3.82926308952154e-10
-42.1506535507344,-93.45,7.10528462669177e-10
-40.2413196783902,-93.45,1.27839439185073e-09
-38.3319858060459,-93.45,2.23027580999571e-09
-36.4226519337017,-93.45,3.7727395963632e-09
-34.5133180613574,-93.45,6.18806191989674e-09
-32.6039841890132,-93.45,9.84119349916313e-09
-30.6946503166689,-93.45,1.51751340494014e-08
-28.7853164443247,-93.45,2.26885015471304e-08
-26.8759825719804,-93.45,3.28900793905701e-08
-24.9666486996362,-93.45,4.6228261487222e-08
-23.0573148272919,-93.45,6.29987255515037e-08
-21.1479809549477,-93.45,8.32407231276671e-08
-19.2386470826034,-93.45,1.06639563647823e-07
-17.3293132102592,-93.45,1.32457963355896e-07
-15.4199793379149,-93.45,1.59519554410348e-07
-13.5106454655707,-93.45,1.8626232418596e-07
-11.6013115932264,-93.45,2.10867946001017e-07
-9.69197772088219,-93.45,2.31456783775252e-07
-7.78264384853794,-93.45,2.46321595387518e-07
-5.8733099761937,-93.45,2.54160353390856e-07
-3.96397610384945,-93.45,2.54264335930427e-07
-2.0546422315052,-93.45,2.46623843448938e-07
-0.14530835916095,-93.45,2.31929685843209e-07
1.7640255131833,-93.45,2.11470125050658e-07
3.67335938552753,-93.45,1.86944583073929e-07
5.58269325787178,-93.45,1.60231441168528e-07
7.49202713021603,-93.45,1.33153755132877e-07
9.40136100256028,-93.45,1.07282722254007e-07
11.3106948749045,-93.45,8.38063098188838e-08
13.2200287472488,-93.45,6.34737439313795e-08
15.129362619593,-93.45,4.66102990538824e-08
17.0386964919373,-93.45,3.31848580936903e-08
18.9480303642815,-93.45,2.29070032561869e-08
20.8573642366258,-93.45,1.533086899737e-08
22.76669810897,-93.45,9.94799144056534e-09
24.6760319813143,-93.45,6.25855579431607e-09
26.5853658536585,-93.45,3.81753400446205e-09
28.4946997260028,-93.45,2.25767659753464e-09
30.404033598347,-93.45,1.2945253342578e-09
32.3133674706913,-93.45,7.19663308915505e-10
34.2227013430355,-93.45,3.87898530487456e-10
36.1320352153798,-93.45,2.02710785874833e-10
38.041369087724,-93.45,1.02708294291773e-10
39.9507029600683,-93.45,5.04549873008141e-11
41.8600368324125,-93.45,2.40310418949613e-11
43.7693707047568,-93.45,1.10971385025381e-11
45.678704577101,-93.45,4.9684315578223e-12
47.5880384494452,-93.45,2.15673859340168e-12
49.4973723217895,-93.45,9.0770681424032e-13
51.4067061941337,-93.45,3.7039367755669e-13
53.316040066478,-93.45,1.46538389194686e-13
55.2253739388222,-93.45,5.6209424358205e-14
57.1347078111665,-93.45,2.09043532286178e-14
59.0440416835107,-93.45,7.53761937838194e-15
60.953375555855,-93.45,2.63512693527629e-15
62.8627094281992,-93.45,8.93179494069361e-16
64.7720433005435,-93.45,2.93525483918834e-16
66.6813771728877,-93.45,9.35239294446892e-17
68.590711045232,-93.45,2.88914634790308e-17
70.5000449175762,-93.45,8.65338843687716e-18
72.4093787899205,-93.45,2.51288560008642e-18
74.3187126622647,-93.45,7.07504321205379e-19
76.228046534609,-93.45,1.93132488148741e-19
78.1373804069532,-93.45,5.11153611645879e-20
80.0467142792975,-93.45,1.31164826971907e-20
81.9560481516417,-93.45,3.26327148534998e-21
83.865382023986,-93.45,7.87152500920753e-22
85.7747158963302,-93.45,1.84091785945834e-22
87.6840497686745,-93.45,4.1742629195666e-23
89.5933836410187,-93.45,9.17687986611028e-24
91.502717513363,-93.45,1.9560508925829e-24
-99.4306697210618,-90.5510869565217,3.65924132286009e-23
-97.5213358487176,-90.5510869565217,1.55121521388527e-22
-95.6120019763733,-90.5510869565217,6.41380368777245e-22
-93.7026681040291,-90.5510869565217,2.58617561163135e-21
-91.7933342316849,-90.5510869565217,1.01673630126853e-20
-89.8840003593406,-90.5510869565217,3.89630476313288e-20
-87.9746664869964,-90.5510869565217,1.45498942635831e-19
-86.0653326146521,-90.5510869565217,5.29278052570765e-19
-84.1559987423079,-90.5510869565217,1.87487173498221e-18
-82.2466648699636,-90.5510869565217,6.4649574238445e-18
-80.3373309976194,-90.5510869565217,2.16924884144124e-17
-78.4279971252751,-90.5510869565217,7.08026617464049e-17
-76.5186632529309,-90.5510869565217,2.24718899054832e-16
-74.6093293805866,-90.5510869565217,6.93331670140188e-16
-72.6999955082424,-90.5510869565217,2.07885949871786e-15
-70.7906616358981,-90.5510869565217,6.05582705660717e-15
-68.8813277635539,-90.5510869565217,1.71347659056882e-14
-66.9719938912096,-90.5510869565217,4.70805932013132e-14
-65.0626600188654,-90.5510869565217,1.25596488493753e-13
-63.1533261465211,-90.5510869565217,3.25242467008626e-13
-61.2439922741769,-90.5510869565217,8.17452337797189e-13
-59.3346584018326,-90.5510869565217,1.9938042674056e-12
-57.4253245294884,-90.5510869565217,4.7186129633062e-12
-55.5159906571441,-90.5510869565217,1.08345653076216e-11
-53.6066567847999,-90.5510869565217,2.41342293479066e-11
-51.6973229124556,-90.5510869565217,5.21488801118923e-11
-49.7879890401114,-90.5510869565217,1.09298854608839e-10
-47.8786551677672,-90.5510869565217,2.22187117474073e-10
-45.9693212954229,-90.5510869565217,4.38058318369076e-10
-44.0599874230787,-90.5510869565217,8.37596904476147e-10
-42.1506535507344,-90.5510869565217,1.55314239196928e-09
-40.2413196783902,-90.5510869565217,2.79283915986373e-09
-38.3319858060459,-90.5510869565217,4.86997157737431e-09
-36.4226519337017,-90.5510869565217,8.23458946218201e-09
-34.5133180613574,-90.5510869565217,1.35015367289561e-08
-32.6039841890132,-90.5510869565217,2.14655584403277e-08
-30.6946503166689,-90.5510869565217,3.30911657422559e-08
-28.7853164443247,-90.5510869565217,4.94637398778787e-08
-26.8759825719804,-90.5510869565217,7.16905311864915e-08
-24.9666486996362,-90.5510869565217,1.00747038991699e-07
-23.0573148272919,-90.5510869565217,1.37276033842734e-07
-21.1479809549477,-90.5510869565217,1.81361843222081e-07
-19.2386470826034,-90.5510869565217,2.32318163099993e-07
-17.3293132102592,-90.5510869565217,2.88538736923938e-07
-15.4199793379149,-90.5510869565217,3.47461595582582e-07
-13.5106454655707,-90.5510869565217,4.05685519866982e-07
-11.6013115932264,-90.5510869565217,4.59251681074438e-07
-9.69197772088219,-90.5510869565217,5.04068201254134e-07
-7.78264384853794,-90.5510869565217,5.36418903270006e-07
-5.8733099761937,-90.5510869565217,5.53470088314559e-07
-3.96397610384945,-90.5510869565217,5.53679900771987e-07
-2.0546422315052,-90.5510869565217,5.37028348642397e-07
-0.14530835916095,-90.5510869565217,5.05020420831795e-07
1.7640255131833,-90.5510869565217,4.60461632077122e-07
3.67335938552753,-90.5510869565217,4.07052397632683e-07
5.58269325787178,-90.5510869565217,3.48882499057337e-07
7.49202713021603,-90.5510869565217,2.89921045166462e-07
9.40136100256028,-90.5510869565217,2.33588643182044e-07
11.3106948749045,-90.5510869565217,1.82471442572508e-07
13.2200287472488,-90.5510869565217,1.38200333893033e-07
15.129362619593,-90.5510869565217,1.01483191978231e-07
17.0386964919373,-90.5510869565217,7.22519949652764e-08
18.9480303642815,-90.5510869565217,4.98742230989487e-08
20.8573642366258,-90.5510869565217,3.33789688973314e-08
22.76669810897,-90.5510869565217,2.1659083405333e-08
24.6760319813143,-90.5510869565217,1.36262871941373e-08
26.5853658536585,-90.5510869565217,8.31161168499577e-09
28.4946997260028,-90.5510869565217,4.91544836761756e-09
30.404033598347,-90.5510869565217,2.81845542896603e-09
32.3133674706913,-90.5510869565217,1.56685678380494e-09
34.2227013430355,-90.5510869565217,8.44534696362027e-10
36.1320352153798,-90.5510869565217,4.41342473186538e-10
38.041369087724,-90.5510869565217,2.2361655889447e-10
39.9507029600683,-90.5510869565217,1.09850536374976e-10
41.8600368324125,-90.5510869565217,5.23203175087542e-11
43.7693707047568,-90.5510869565217,2.41606442780908e-11
45.678704577101,-90.5510869565217,1.08172430799104e-11
47.5880384494452,-90.5510869565217,4.69563782976462e-12
49.4973723217895,-90.5510869565217,1.97625286393376e-12
51.4067061941337,-90.5510869565217,8.06418233874037e-13
53.316040066478,-90.5510869565217,3.19042151656428e-13
55.2253739388222,-90.5510869565217,1.2237865778825e-13
57.1347078111665,-90.5510869565217,4.55127622020058e-14
59.0440416835107,-90.5510869565217,1.64108314788055e-14
60.953375555855,-90.5510869565217,5.73717182858036e-15
62.8627094281992,-90.5510869565217,1.9446211500194e-15
64.7720433005435,-90.5510869565217,6.39060575152261e-16
66.6813771728877,-90.5510869565217,2.03619289565553e-16
68.590711045232,-90.5510869565217,6.29021773173557e-17
70.5000449175762,-90.5510869565217,1.88400610670437e-17
72.4093787899205,-90.5510869565217,5.47102625839054e-18
74.3187126622647,-90.5510869565217,1.54037037075903e-18
76.228046534609,-90.5510869565217,4.20485840981683e-19
78.1373804069532,-90.5510869565217,1.11287774710463e-19
80.0467142792975,-90.5510869565217,2.85570539242929e-20
81.9560481516417,-90.5510869565217,7.1047566181246e-21
83.865382023986,-90.5510869565217,1.71377920461217e-21
85.7747158963302,-90.5510869565217,4.00802472022956e-22
87.6840497686745,-90.5510869565217,9.08815599786869e-23
89.5933836410187,-90.5510869565217,1.9979794323216e-23
91.502717513363,-90.5510869565217,4.25869081903206e-24
-99.4306697210618,-87.6521739130435,1.0562170072867e-22
-97.5213358487176,-87.6521739130435,4.36938349351125e-22
-95.6120019763733,-87.6521739130435,1.76275369256318e-21
